Search Type,Search Criteria,Search Date,Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,Modeling the effect of climate change on U.S. state-level buildings energy demands in an integrated assessment framework,"Zhou, Yuyu; Clarke, Leon; Eom, Jiyong; Kyle, Page; Patel, Pralit; Kim, Son H.; Dirks, James; Jensen, Erik; Liu, Ying; Rice, Jennie; Schmidt, Laurel; Seiple, Timothy",,,,APPLIED ENERGY,JAN 2014,2014,113,,,,SI,1077,1088,,10.1016/j.apenergy.2013.08.034,,,37,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,13,8,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,Climate change impacts on future photovoltaic and concentrated solar power energy output,"Crook, Julia A.; Jones, Laura A.; Forster, Piers M.; Crook, Rolf",,,,ENERGY & ENVIRONMENTAL SCIENCE,SEP 2011,2011,4,9,,,,3101,3109,,10.1039/c1ee01495a,,,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,7,7,5,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,The vulnerability of renewable energy to climate change in Brazil,"Pereira de Lucena, Andre Frossard; Szklo, Alexandre Salem; Schaeffer, Roberto; de Souza, Raquel Rodrigues; Moreira Cesar Borba, Bruno Soares; Leal da Costa, Isabella Vaz; Pereira Junior, Amaro Olimpio; Ferreira da Cunha, Sergio Henrique",,,,ENERGY POLICY,MAR 2009,2009,37,3,,,,879,889,,10.1016/j.enpol.2008.10.029,,,33,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,6,9,8,3,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,"The impact of climate, CO2, nitrogen deposition and land use change on simulated contemporary global river flow","Shi, Xiaoying; Mao, Jiafu; Thornton, Peter E.; Hoffman, Forrest M.; Post, Wilfred M.",,,,GEOPHYSICAL RESEARCH LETTERS,APR 23 2011,2011,38,,,,,,,L08704,10.1029/2011GL046773,,,30,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,7,6,2,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,Evaluation of Global Onshore Wind Energy Potential and Generation Costs,"Zhou, Yuyu; Luckow, Patrick; Smith, Steven J.; Clarke, Leon",,,,ENVIRONMENTAL SCIENCE & TECHNOLOGY,JUL 17 2012,2012,46,14,,,,7857,7864,,10.1021/es204706m,,,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,7,6,3,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,Modeling the potential for thermal concentrating solar power technologies,"Zhang, Yabei; Smith, Steven J.; Kyle, G. Page; Stackhouse, Paul W., Jr.",,,,ENERGY POLICY,DEC 2010,2010,38,12,,,,7884,7897,,10.1016/j.enpol.2010.09.008,,,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,8,5,3,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,The Impact of Climate Change on Nuclear Power Supply,"Linnerud, Kristin; Mideksa, Torben K.; Eskeland, Gunnar S.",,,,ENERGY JOURNAL,2011,2011,32,1,,,,149,168,,,,,23,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,6,4,0,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,Causes of spring vegetation growth trends in the northern mid-high latitudes from 1982 to 2004,"Mao, Jiafu; Shi, Xiaoying; Thornton, Peter E.; Piao, Shilong; Wang, Xuhui",,,,ENVIRONMENTAL RESEARCH LETTERS,JAN-MAR 2012,2012,7,1,,,,,,14010,10.1088/1748-9326/7/1/014010,,,22,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,6,2,2,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,Spatiotemporal patterns of evapotranspiration in response to multiple environmental factors simulated by the Community Land Model,"Shi, Xiaoying; Mao, Jiafu; Thornton, Peter E.; Huang, Maoyi",,,,ENVIRONMENTAL RESEARCH LETTERS,APR-JUN 2013,2013,8,2,,,,,,24012,10.1088/1748-9326/8/2/024012,,,21,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,2,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,Trends in Wind Speed at Wind Turbine Height of 80 m over the Contiguous United States Using the North American Regional Reanalysis (NARR),"Holt, Eric; Wang, Jun",,,,JOURNAL OF APPLIED METEOROLOGY AND CLIMATOLOGY,DEC 2012,2012,51,12,,,,2188,2202,,10.1175/JAMC-D-11-0205.1,,,20,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,2,2,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,Climate change: impacts on electricity markets in Western Europe,"Golombek, Rolf; Kittelsen, Sverre A. C.; Haddeland, Ingjerd",,,,CLIMATIC CHANGE,JUL 2012,2012,113,2,,,,357,370,,10.1007/s10584-011-0348-6,,,20,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,3,3,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,On the additivity of radiative forcing between land use change and greenhouse gases,"Jones, Andrew D.; Collins, William D.; Torn, Margaret S.",,,,GEOPHYSICAL RESEARCH LETTERS,AUG 16 2013,2013,40,15,,,,4036,4041,,10.1002/grl.50754,,,19,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,4,3,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,A comprehensive view on climate change: coupling of earth system and integrated assessment models,"van Vuuren, Detlef P.; Bayer, Laura Batlle; Chuwah, Clifford; Ganzeveld, Laurens; Hazeleger, Wilco; van den Hurk, Bart; van Noije, Twan; O'Neill, Brian; Strengers, Bart J.",,,,ENVIRONMENTAL RESEARCH LETTERS,APR-JUN 2012,2012,7,2,,,,,,24012,10.1088/1748-9326/7/2/024012,,,19,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,5,4,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,"The effect of global climate change, population distribution, and climate mitigation on building energy use in the US and China","Zhou, Yuyu; Eom, Jiyong; Clarke, Leon",,,,CLIMATIC CHANGE,AUG 2013,2013,119,3-4,,,,979,992,,10.1007/s10584-013-0772-x,,,18,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,6,3,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,Scenarios of building energy demand for China with a detailed regional representation,"Yu, Sha; Eom, Jiyong; Zhou, Yuyu; Evans, Meredydd; Clarke, Leon",,,,ENERGY,APR 1 2014,2014,67,,,,,284,297,,10.1016/j.energy.2013.12.072,,,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,2,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,Integrated assessment of global water scarcity over the 21st century under multiple climate change mitigation policies,"Hejazi, M. I.; Edmonds, J.; Clarke, L.; Kyle, P.; Davies, E.; Chaturvedi, V.; Wise, M.; Patel, P.; Eom, J.; Calvin, K.",,,,HYDROLOGY AND EARTH SYSTEM SCIENCES,2014,2014,18,8,,,,2859,2883,,10.5194/hess-18-2859-2014,,,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,Climate simulation of the twenty-first century with interactive land-use changes,"Voldoire, Aurore; Eickhout, Bas; Schaeffer, Michiel; Royer, Jean-Francois; Chauvin, Fabrice",,,,CLIMATE DYNAMICS,AUG 2007,2007,29,2-3,,,,177,193,,10.1007/s00382-007-0228-y,,,16,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,1,3,1,1,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,From land use to land cover: restoring the afforestation signal in a coupled integrated assessment-earth system model and the implications for CMIP5 RCP simulations,"Di Vittorio, A. V.; Chini, L. P.; Bond-Lamberty, B.; Mao, J.; Shi, X.; Truesdale, J.; Craig, A.; Calvin, K.; Jones, A.; Collins, W. D.; Edmonds, J.; Hurtt, G. C.; Thornton, P.; Thomson, A.",,,,BIOGEOSCIENCES,2014,2014,11,22,,,,6435,6450,,10.5194/bg-11-6435-2014,,,15,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,Worldwide impacts of climate change on energy for heating and cooling,"Labriet, Maryse; Joshi, Santosh R.; Babonneau, Frederic; Edwards, Neil R.; Holden, Philip B.; Kanudia, Amit; Loulou, Richard; Vielle, Marc",,,,MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,OCT 2015,2015,20,7,,,,1111,1136,,10.1007/s11027-013-9522-7,,,10,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,On linking an Earth system model to the equilibrium carbon representation of an economically optimizing land use model,"Bond-Lamberty, B.; Calvin, K.; Jones, A. D.; Mao, J.; Patel, P.; Shi, X. Y.; Thomson, A.; Thornton, P.; Zhou, Y.",,,,GEOSCIENTIFIC MODEL DEVELOPMENT,2014,2014,7,6,,,,2545,2555,,10.5194/gmd-7-2545-2014,,,7,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,Spatial and temporal patterns of global onshore wind speed distribution,"Zhou, Yuyu; Smith, Steven J.",,,,ENVIRONMENTAL RESEARCH LETTERS,JUL-SEP 2013,2013,8,3,,,,,,34029,10.1088/1748-9326/8/3/034029,,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0
Cited by,The integrated Earth system model version 1: formulation and functionality ,26-Sep-17,Model evaluation and hindcasting: An experiment with an integrated assessment model,"Chaturvedi, Vaibhav; Kim, Sonny; Smith, Steven J.; Clarke, Leon; Zhou Yuyu; Kyle, Page; Patel, Pralit",,,,ENERGY,NOV 1 2013,2013,61,,,,,479,490,,10.1016/j.energy.2013.08.061,,,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
Cited by,A comprehensive view on climate change: coupling of earth system and integrated assessment models,26-Sep-17,The next generation of scenarios for climate change research and assessment,"Moss, Richard H.; Edmonds, Jae A.; Hibbard, Kathy A.; Manning, Martin R.; Rose, Steven K.; van Vuuren, Detlef P.; Carter, Timothy R.; Emori, Seita; Kainuma, Mikiko; Kram, Tom; Meehl, Gerald A.; Mitchell, John F. B.; Nakicenovic, Nebojsa; Riahi, Keywan; Smith, Steven J.; Stouffer, Ronald J.; Thomson, Allison M.; Weyant, John P.; Wilbanks, Thomas J.",,,,NATURE,FEB 11 2010,2010,463,7282,,,,747,756,,10.1038/nature08823,,,1788,223.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,86,151,248,307,346,360,271,0
Cited by,A comprehensive view on climate change: coupling of earth system and integrated assessment models,26-Sep-17,The representative concentration pathways: an overview,"van Vuuren, Detlef P.; Edmonds, Jae; Kainuma, Mikiko; Riahi, Keywan; Thomson, Allison; Hibbard, Kathy; Hurtt, George C.; Kram, Tom; Krey, Volker; Lamarque, Jean-Francois; Masui, Toshihiko; Meinshausen, Malte; Nakicenovic, Nebojsa; Smith, Steven J.; Rose, Steven K.",,,,CLIMATIC CHANGE,NOV 2011,2011,109,1-2,,,SI,5,31,,10.1007/s10584-011-0148-z,,,1159,165.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,135,191,234,301,248,0
Cited by,A comprehensive view on climate change: coupling of earth system and integrated assessment models,26-Sep-17,Tipping elements in the Earth's climate system,"Lenton, Timothy M.; Held, Hermann; Kriegler, Elmar; Hall, Jim W.; Lucht, Wolfgang; Rahmstorf, Stefan; Schellnhuber, Hans Joachim",,,,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,FEB 12 2008,2008,105,6,,,,1786,1793,,10.1073/pnas.0705414105,,,965,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,78,89,116,115,119,123,123,119,64,0
Cited by,A comprehensive view on climate change: coupling of earth system and integrated assessment models,26-Sep-17,Prioritizing climate change adaptation needs for food security in 2030,"Lobell, David B.; Burke, Marshall B.; Tebaldi, Claudia; Mastrandrea, Michael D.; Falcon, Walter P.; Naylor, Rosamond L.",,,,SCIENCE,FEB 1 2008,2008,319,5863,,,,607,610,,10.1126/science.1152339,,,899,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,64,77,110,96,114,107,121,122,73,0
Cited by,A comprehensive view on climate change: coupling of earth system and integrated assessment models,26-Sep-17,Linking climate change modelling to impacts studies: recent advances in downscaling techniques for hydrological modelling,"Fowler, H. J.; Blenkinsop, S.; Tebaldi, C.",,,,INTERNATIONAL JOURNAL OF CLIMATOLOGY,OCT 2007,2007,27,12,,,,1547,1578,,10.1002/joc.1556,General Assembly of the European-Geosciences-Union,"APR 02-07, 2006",875,79.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,40,48,89,115,114,128,126,111,93,0
Cited by,A comprehensive view on climate change: coupling of earth system and integrated assessment models,26-Sep-17,Climate Trends and Global Crop Production Since 1980,"Lobell, David B.; Schlenker, Wolfram; Costa-Roberts, Justin",,,,SCIENCE,JUL 29 2011,2011,333,6042,,,,616,620,,10.1126/science.1204531,,,754,107.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70,94,149,149,159,123,0
Cited by,A comprehensive view on climate change: coupling of earth system and integrated assessment models,26-Sep-17,Downscaling general circulation model output: a review of methods and limitations,"Wilby, RL; Wigley, TML",,,,PROGRESS IN PHYSICAL GEOGRAPHY,DEC 1997,1997,21,4,,,,530,548,,10.1177/030913339702100403,,,664,31.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,19,21,22,12,11,18,29,25,19,25,30,57,61,62,76,52,57,44,0
Cited by,A comprehensive view on climate change: coupling of earth system and integrated assessment models,26-Sep-17,"Climate change, deforestation, and the fate of the Amazon","Malhi, Yadvinder; Roberts, J. Timmons; Betts, Richard A.; Killeen, Timothy J.; Li, Wenhong; Nobre, Carlos A.",,,,SCIENCE,JAN 11 2008,2008,319,5860,,,,169,172,,10.1126/science.1146961,,,583,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,62,61,68,72,62,69,75,52,0
